"","Report_Year","NeighbourhoodName","Premises_Type"
"23072",2019,"Wychwood","House"
"23073",2019,"Wychwood","House"
"23074",2019,"Mount Pleasant West","Apartment"
"23075",2019,"LAmoreaux","House"
"23076",2019,"LAmoreaux","House"
"23077",2019,"Yonge-Eglinton","Outside"
"23078",2019,"Bay Street Corridor","Outside"
"23079",2019,"High Park-Swansea","House"
"23080",2019,"Yonge-St.Clair","Apartment"
"23081",2019,"Niagara","Outside"
"23082",2019,"North St.James Town","Outside"
"23083",2019,"Mount Pleasant West","Outside"
"23084",2019,"Wychwood","House"
"23085",2019,"Greenwood-Coxwell","Other"
"23086",2019,"Greenwood-Coxwell","Other"
"23087",2019,"Westminster-Branson","Apartment"
"23088",2019,"Lawrence Park North","House"
"23089",2019,"Dovercourt-Wallace Emerson-Junction","House"
"23090",2019,"Humber Summit","Outside"
"23091",2019,"Humber Summit","Outside"
"23092",2019,"Playter Estates-Danforth","House"
"23093",2019,"Church-Yonge Corridor","Apartment"
"23094",2019,"Woodbine Corridor","House"
"23095",2019,"Woodbine Corridor","House"
"23096",2019,"Greenwood-Coxwell","House"
"23097",2019,"Woodbine Corridor","House"
"23098",2019,"Woodbine Corridor","House"
"23099",2019,"Little Portugal","Outside"
"23100",2019,"Little Portugal","Outside"
"23101",2019,"Little Portugal","Outside"
"23102",2019,"Little Portugal","Outside"
"23103",2018,"West Hill","House"
"23104",2021,"Moss Park","Outside"
"23105",2020,"Junction Area","Apartment"
"23106",2019,"Little Portugal","Outside"
"23107",2021,"Broadview North","House"
"23108",2020,"St.Andrew-Windfields","Outside"
"23109",2018,"Dovercourt-Wallace Emerson-Junction","Other"
"23110",2021,"Danforth East York","Other"
"23111",2018,"Moss Park","Outside"
"23112",2021,"Greenwood-Coxwell","Other"
"23113",2020,"Junction Area","Apartment"
"23114",2019,"Little Portugal","Outside"
"23115",2020,"Mount Pleasant East","Outside"
"23116",2019,"Mimico","Outside"
"23117",2020,"Clanton Park","Apartment"
"23118",2021,"Little Portugal","Apartment"
"23119",2021,"Rosedale-Moore Park","Outside"
"23120",2020,"Mount Pleasant East","Outside"
"23121",2020,"Mount Pleasant West","House"
"23122",2018,"Waterfront Communities-The Island","Apartment"
"23123",2019,"Little Portugal","Outside"
"23124",2018,"Cabbagetown-South St.James Town","House"
"23125",2020,"Annex","House"
"23126",2021,"South Riverdale","House"
"23127",2021,"Church-Yonge Corridor","Commercial"
"23128",2020,"South Parkdale","Other"
"23129",2020,"Woodbine Corridor","Other"
"23130",2020,"High Park North","House"
"23131",2020,"Lambton Baby Point","Outside"
"23132",2020,"Lawrence Park North","House"
"23133",2020,"Waterfront Communities-The Island","Outside"
"23134",2020,"Dovercourt-Wallace Emerson-Junction","House"
"23135",2020,"Lawrence Park South","House"
"23136",2020,"Church-Yonge Corridor","Apartment"
"23137",2020,"Glenfield-Jane Heights","Commercial"
"23138",2020,"Glenfield-Jane Heights","Commercial"
"23139",2020,"Glenfield-Jane Heights","Commercial"
"23140",2020,"Glenfield-Jane Heights","Commercial"
"23141",2020,"Mimico","Apartment"
"23142",2020,"South Riverdale","Outside"
"23143",2020,"South Riverdale","Outside"
"23144",2020,"South Riverdale","Outside"
"23145",2020,"South Riverdale","Outside"
"23146",2020,"South Riverdale","Outside"
"23147",2020,"South Riverdale","Outside"
"23148",2020,"South Riverdale","Outside"
"23149",2020,"South Riverdale","Outside"
"23150",2020,"South Riverdale","Outside"
"23151",2020,"Moss Park","Apartment"
"23152",2020,"Mount Pleasant West","Commercial"
"23153",2020,"Keelesdale-Eglinton West","House"
"23154",2020,"South Riverdale","Other"
"23155",2020,"Palmerston-Little Italy","Other"
"23156",2020,"Palmerston-Little Italy","Other"
"23157",2020,"North St.James Town","Apartment"
"23158",2020,"Lawrence Park South","House"
"23159",2020,"Leaside-Bennington","Apartment"
"23160",2020,"Mimico","Apartment"
"23161",2020,"South Riverdale","Other"
"23162",2020,"Bathurst Manor","Apartment"
"23163",2020,"Waterfront Communities-The Island","Outside"
"23164",2020,"Broadview North","Apartment"
"23165",2020,"Broadview North","Outside"
"23166",2020,"Broadview North","Outside"
"23167",2020,"Willowdale East","Outside"
"23168",2020,"Rosedale-Moore Park","Outside"
"23169",2020,"Waterfront Communities-The Island","Outside"
"23170",2020,"Waterfront Communities-The Island","Outside"
"23171",2020,"University","Outside"
"23172",2020,"NSA","Outside"
"23173",2020,"Westminster-Branson","Apartment"
"23174",2020,"Mount Pleasant West","Apartment"
"23175",2020,"Downsview-Roding-CFB","House"
"23176",2020,"Tam OShanter-Sullivan","Apartment"
"23177",2020,"Henry Farm","Other"
"23178",2020,"The Beaches","House"
"23179",2020,"The Beaches","House"
"23180",2020,"Leaside-Bennington","Apartment"
"23181",2020,"Leaside-Bennington","Apartment"
"23182",2020,"Willowdale East","Apartment"
"23183",2020,"Yonge-Eglinton","House"
"23184",2020,"Danforth East York","House"
"23185",2020,"Rosedale-Moore Park","House"
"23186",2020,"Rosedale-Moore Park","House"
"23187",2020,"Dovercourt-Wallace Emerson-Junction","Outside"
"23188",2020,"South Riverdale","House"
"23189",2020,"St.Andrew-Windfields","House"
"23190",2020,"Mount Pleasant East","Other"
"23191",2020,"Church-Yonge Corridor","Apartment"
"23192",2020,"Lawrence Park South","Apartment"
"23193",2020,"Roncesvalles","Apartment"
"23194",2020,"Cliffcrest","House"
"23195",2020,"South Riverdale","House"
"23196",2020,"Roncesvalles","Other"
"23197",2020,"Waterfront Communities-The Island","Commercial"
"23198",2020,"Wexford/Maryvale","Commercial"
"23199",2020,"Wexford/Maryvale","Commercial"
"23200",2020,"Bayview Village","Outside"
"23201",2020,"South Riverdale","Apartment"
"23202",2020,"Greenwood-Coxwell","House"
"23203",2020,"Lawrence Park South","Outside"
"23204",2020,"Annex","Outside"
"23205",2020,"Danforth","Other"
"23206",2020,"Rosedale-Moore Park","Outside"
"23207",2020,"Danforth","Other"
"23208",2020,"Willowdale East","Outside"
"23209",2020,"Willowdale East","Outside"
"23210",2020,"Leaside-Bennington","Other"
"23211",2020,"Leaside-Bennington","Other"
"23212",2020,"Leaside-Bennington","Other"
"23213",2020,"Dufferin Grove","House"
"23214",2020,"Danforth","House"
"23215",2020,"Lawrence Park North","Other"
"23216",2020,"Lawrence Park North","Other"
"23217",2020,"Little Portugal","Apartment"
"23218",2020,"University","House"
"23219",2020,"North Riverdale","House"
"23220",2020,"Mount Pleasant West","Apartment"
"23221",2020,"Dufferin Grove","House"
"23222",2020,"Annex","Other"
"23223",2020,"Greenwood-Coxwell","House"
"23224",2020,"Danforth East York","House"
"23225",2020,"Danforth East York","House"
"23226",2021,"Birchcliffe-Cliffside","House"
"23227",2018,"Cabbagetown-South St.James Town","House"
"23228",2020,"South Riverdale","Other"
"23229",2020,"Woodbine Corridor","Other"
"23230",2021,"Church-Yonge Corridor","Apartment"
"23231",2021,"Kensington-Chinatown","Apartment"
"23232",2019,"Moss Park","Other"
"23233",2020,"Moss Park","House"
"23234",2018,"Annex","Apartment"
"23235",2021,"Dorset Park","House"
"23236",2021,"East End-Danforth","Apartment"
"23237",2020,"Bay Street Corridor","Commercial"
"23238",2019,"Little Portugal","Outside"
"23239",2018,"Kennedy Park","House"
"23240",2021,"Leaside-Bennington","Commercial"
"23241",2019,"Annex","Other"
"23242",2021,"Leaside-Bennington","House"
"23243",2021,"Danforth","House"
"23244",2019,"Niagara","Apartment"
"23245",2021,"Yorkdale-Glen Park","Apartment"
"23246",2020,"Broadview North","Apartment"
"23247",2019,"Little Portugal","Outside"
"23248",2018,"North Riverdale","Other"
"23249",2021,"Palmerston-Little Italy","House"
"23250",2020,"Yorkdale-Glen Park","Outside"
"23251",2021,"Church-Yonge Corridor","Apartment"
"23252",2019,"Mimico","Apartment"
"23253",2021,"East End-Danforth","Commercial"
"23254",2019,"Waterfront Communities-The Island","Apartment"
"23255",2018,"Lawrence Park South","House"
"23256",2020,"East End-Danforth","Other"
"23257",2020,"Little Portugal","Apartment"
"23258",2020,"Waterfront Communities-The Island","Educational"
"23259",2021,"Mount Pleasant West","Outside"
"23260",2021,"Waterfront Communities-The Island","Other"
"23261",2019,"Greenwood-Coxwell","Other"
"23262",2021,"East End-Danforth","Commercial"
"23263",2019,"The Beaches","Apartment"
"23264",2018,"Lawrence Park South","House"
"23265",2021,"Kingsway South","Outside"
"23266",2020,"Lansing-Westgate","Other"
"23267",2020,"Briar Hill-Belgravia","Outside"
"23268",2019,"Niagara","Apartment"
"23269",2019,"Waterfront Communities-The Island","Apartment"
"23270",2018,"Mount Pleasant West","Outside"
"23271",2021,"North St.James Town","Apartment"
"23272",2021,"Greenwood-Coxwell","Other"
"23273",2021,"Scarborough Village","Apartment"
"23274",2020,"Annex","Other"
"23275",2019,"Waterfront Communities-The Island","Apartment"
"23276",2020,"Greenwood-Coxwell","House"
"23277",2021,"Niagara","Outside"
"23278",2019,"Dovercourt-Wallace Emerson-Junction","Other"
"23279",2021,"Runnymede-Bloor West Village","House"
"23280",2018,"Willowdale East","Other"
"23281",2021,"Rosedale-Moore Park","Outside"
"23282",2021,"Danforth","Other"
"23283",2019,"Waterfront Communities-The Island","Apartment"
"23284",2020,"Church-Yonge Corridor","Apartment"
"23285",2020,"Trinity-Bellwoods","House"
"23286",2019,"Dovercourt-Wallace Emerson-Junction","Other"
"23287",2018,"OConnor-Parkview","Commercial"
"23288",2021,"Bay Street Corridor","Other"
"23289",2021,"Church-Yonge Corridor","Apartment"
"23290",2021,"Danforth","Other"
"23291",2019,"Waterfront Communities-The Island","Apartment"
"23292",2020,"Humewood-Cedarvale","House"
"23293",2020,"Annex","Other"
"23294",2019,"Dovercourt-Wallace Emerson-Junction","House"
"23295",2018,"Lawrence Park South","Apartment"
"23296",2021,"Church-Yonge Corridor","Outside"
"23297",2019,"Waterfront Communities-The Island","Apartment"
"23298",2020,"Old East York","House"
"23299",2020,"Downsview-Roding-CFB","House"
"23300",2019,"Waterfront Communities-The Island","Apartment"
"23301",2021,"Danforth","Other"
"23302",2018,"Waterfront Communities-The Island","Outside"
"23303",2021,"Regent Park","Outside"
"23304",2021,"Thorncliffe Park","Commercial"
"23305",2019,"Waterfront Communities-The Island","Apartment"
"23306",2020,"Moss Park","Other"
"23307",2020,"South Riverdale","House"
"23308",2019,"East End-Danforth","Outside"
"23309",2019,"Waterfront Communities-The Island","Apartment"
"23310",2021,"Waterfront Communities-The Island","Transit"
"23311",2020,"Roncesvalles","House"
"23312",2020,"Church-Yonge Corridor","Apartment"
"23313",2021,"High Park-Swansea","House"
"23314",2018,"Waterfront Communities-The Island","Apartment"
"23315",2021,"Danforth","Other"
"23316",2019,"Clairlea-Birchmount","Outside"
"23317",2019,"Bay Street Corridor","Outside"
"23318",2021,"Waterfront Communities-The Island","Commercial"
"23319",2020,"Rouge","Outside"
"23320",2021,"Malvern","Commercial"
"23321",2020,"Westminster-Branson","Outside"
"23322",2018,"Bedford Park-Nortown","House"
"23323",2019,"Palmerston-Little Italy","House"
"23324",2019,"Forest Hill South","Outside"
"23325",2021,"Waterfront Communities-The Island","Outside"
"23326",2020,"Playter Estates-Danforth","House"
"23327",2021,"West Humber-Clairville","Outside"
"23328",2020,"Danforth East York","Other"
"23329",2021,"Annex","Other"
"23330",2018,"Bedford Park-Nortown","House"
"23331",2019,"Palmerston-Little Italy","House"
"23332",2019,"Niagara","Outside"
"23333",2021,"Dufferin Grove","Commercial"
"23334",2020,"Mount Pleasant West","Outside"
"23335",2021,"Newtonbrook West","Apartment"
"23336",2021,"Pleasant View","House"
"23337",2021,"Pleasant View","House"
"23338",2021,"Church-Yonge Corridor","Apartment"
"23339",2021,"Black Creek","Outside"
"23340",2021,"Islington-City Centre West","Apartment"
"23341",2021,"Annex","Other"
"23342",2021,"Yorkdale-Glen Park","Commercial"
"23343",2021,"Clairlea-Birchmount","Other"
"23344",2021,"South Riverdale","House"
"23345",2021,"Moss Park","Other"
"23346",2021,"South Riverdale","House"
"23347",2021,"Danforth","Other"
"23348",2021,"Waterfront Communities-The Island","Apartment"
"23349",2021,"Clairlea-Birchmount","Educational"
"23350",2021,"Waterfront Communities-The Island","Apartment"
"23351",2021,"Dovercourt-Wallace Emerson-Junction","Other"
"23352",2021,"Mimico","Outside"
"23353",2021,"Banbury-Don Mills","House"
"23354",2021,"Greenwood-Coxwell","Commercial"
"23355",2021,"Leaside-Bennington","Outside"
"23356",2021,"Danforth","Apartment"
"23357",2021,"Rouge","House"
"23358",2021,"Yorkdale-Glen Park","Other"
"23359",2021,"Palmerston-Little Italy","Apartment"
"23360",2021,"Waterfront Communities-The Island","Apartment"
"23361",2021,"Henry Farm","Apartment"
"23362",2021,"Kingsview Village-The Westway","Outside"
"23363",2021,"Leaside-Bennington","Outside"
"23364",2021,"South Riverdale","House"
"23365",2021,"Kensington-Chinatown","Apartment"
"23366",2021,"Kensington-Chinatown","Apartment"
"23367",2021,"Moss Park","Apartment"
"23368",2021,"Kensington-Chinatown","Commercial"
"23369",2021,"Greenwood-Coxwell","Other"
"23370",2021,"Greenwood-Coxwell","Other"
"23371",2021,"Annex","Other"
"23372",2021,"Waterfront Communities-The Island","Apartment"
"23373",2021,"Danforth","House"
"23374",2021,"Danforth","House"
"23375",2021,"Danforth","House"
"23376",2021,"Danforth","House"
"23377",2021,"University","House"
"23378",2021,"Church-Yonge Corridor","Outside"
"23379",2021,"North Riverdale","Other"
"23380",2021,"North Riverdale","Other"
"23381",2021,"Mimico","Other"
"23382",2021,"Humewood-Cedarvale","Other"
"23383",2021,"Cabbagetown-South St.James Town","Other"
"23384",2021,"South Riverdale","House"
"23385",2021,"Church-Yonge Corridor","Apartment"
"23386",2021,"Greenwood-Coxwell","House"
"23387",2021,"Greenwood-Coxwell","House"
"23388",2021,"Lawrence Park North","Outside"
"23389",2021,"Waterfront Communities-The Island","Outside"
"23390",2021,"Etobicoke West Mall","Outside"
"23391",2021,"Danforth","House"
"23392",2021,"Dufferin Grove","House"
"23393",2021,"Banbury-Don Mills","House"
"23394",2021,"Banbury-Don Mills","House"
"23395",2021,"Banbury-Don Mills","House"
"23396",2021,"High Park-Swansea","Outside"
"23397",2021,"Rockcliffe-Smythe","Other"
"23398",2021,"Danforth East York","Other"
"23399",2021,"Danforth East York","Other"
"23400",2021,"Blake-Jones","Other"
"23401",2021,"Don Valley Village","Outside"
"23402",2021,"Don Valley Village","Outside"
"23403",2021,"Englemount-Lawrence","Other"
"23404",2021,"Newtonbrook East","Transit"
"23405",2021,"Yorkdale-Glen Park","Apartment"
"23406",2021,"Parkwoods-Donalda","Commercial"
"23407",2021,"Englemount-Lawrence","Other"
"23408",2021,"Little Portugal","House"
"23409",2021,"North Riverdale","House"
"23410",2021,"New Toronto","Apartment"
"23411",2021,"Woodbine Corridor","Apartment"
"23412",2021,"South Riverdale","House"
"23413",2021,"Church-Yonge Corridor","Commercial"
"23414",2021,"Downsview-Roding-CFB","Apartment"
"23415",2021,"University","Educational"
"23416",2021,"Bay Street Corridor","Commercial"
"23417",2021,"Church-Yonge Corridor","Commercial"
"23418",2021,"Waterfront Communities-The Island","Transit"
"23419",2021,"Waterfront Communities-The Island","Apartment"
"23420",2021,"Waterfront Communities-The Island","Outside"
"23421",2021,"High Park North","Apartment"
"23422",2021,"Leaside-Bennington","House"
"23423",2021,"York University Heights","Commercial"
"23424",2021,"Bay Street Corridor","Commercial"
"23425",2021,"NSA","Apartment"
"23426",2019,"Danforth","House"
"23427",2021,"Greenwood-Coxwell","House"
"23428",2019,"Dovercourt-Wallace Emerson-Junction","House"
"23429",2020,"Forest Hill North","Educational"
"23430",2021,"Little Portugal","Apartment"
"23431",2019,"Trinity-Bellwoods","Apartment"
"23432",2021,"Weston","Outside"
"23433",2018,"Bedford Park-Nortown","House"
"23434",2019,"Church-Yonge Corridor","Apartment"
"23435",2020,"Niagara","Outside"
"23436",2021,"University","Other"
"23437",2019,"Yorkdale-Glen Park","Commercial"
"23438",2021,"East End-Danforth","Outside"
"23439",2018,"Bedford Park-Nortown","House"
"23440",2020,"High Park-Swansea","Other"
"23441",2019,"Church-Yonge Corridor","Apartment"
"23442",2020,"Waterfront Communities-The Island","Apartment"
"23443",2021,"South Riverdale","House"
"23444",2019,"Yorkdale-Glen Park","Commercial"
"23445",2021,"Playter Estates-Danforth","House"
"23446",2018,"Bay Street Corridor","Outside"
"23447",2018,"Dufferin Grove","Other"
"23448",2018,"Dovercourt-Wallace Emerson-Junction","Commercial"
"23449",2018,"Clanton Park","Apartment"
"23450",2018,"Niagara","Apartment"
"23451",2018,"Woodbine Corridor","House"
"23452",2018,"East End-Danforth","Other"
"23453",2018,"Church-Yonge Corridor","Commercial"
"23454",2018,"Trinity-Bellwoods","House"
"23455",2018,"University","Outside"
"23456",2018,"The Beaches","Other"
"23457",2018,"High Park-Swansea","Outside"
"23458",2018,"Rouge","House"
"23459",2018,"Rouge","House"
"23460",2018,"Rouge","House"
"23461",2018,"Rouge","House"
"23462",2018,"Mimico","Outside"
"23463",2018,"Bedford Park-Nortown","House"
"23464",2018,"Briar Hill-Belgravia","Apartment"
"23465",2018,"Briar Hill-Belgravia","Apartment"
"23466",2018,"Waterfront Communities-The Island","Apartment"
"23467",2018,"Niagara","Apartment"
"23468",2018,"Mimico","House"
"23469",2018,"Stonegate-Queensway","House"
"23470",2018,"East End-Danforth","Other"
"23471",2018,"Cabbagetown-South St.James Town","Other"
"23472",2018,"Cabbagetown-South St.James Town","Other"
"23473",2018,"Cabbagetown-South St.James Town","Other"
"23474",2018,"Centennial Scarborough","Other"
"23475",2018,"Niagara","Outside"
"23476",2018,"Rouge","House"
"23477",2018,"Kensington-Chinatown","Other"
"23478",2018,"Trinity-Bellwoods","Commercial"
"23479",2018,"University","Other"
"23480",2018,"Cabbagetown-South St.James Town","Other"
"23481",2018,"Moss Park","Apartment"
"23482",2018,"Kensington-Chinatown","Other"
"23483",2018,"Kensington-Chinatown","Other"
"23484",2018,"Waterfront Communities-The Island","Outside"
"23485",2018,"Waterfront Communities-The Island","Outside"
"23486",2018,"Waterfront Communities-The Island","Outside"
"23487",2018,"Waterfront Communities-The Island","Outside"
"23488",2018,"Waterfront Communities-The Island","Outside"
"23489",2018,"Mimico","Other"
"23490",2018,"Cabbagetown-South St.James Town","Outside"
"23491",2018,"South Riverdale","House"
"23492",2018,"Church-Yonge Corridor","Apartment"
"23493",2018,"Junction Area","Other"
"23494",2018,"North St.James Town","Apartment"
"23495",2018,"High Park-Swansea","House"
"23496",2018,"Regent Park","House"
"23497",2018,"Wychwood","Other"
"23498",2018,"North Riverdale","House"
"23499",2018,"High Park North","Outside"
"23500",2018,"Annex","House"
"23501",2018,"South Riverdale","Other"
"23502",2018,"South Riverdale","Other"
"23503",2018,"Forest Hill North","House"
"23504",2018,"Forest Hill North","House"
"23505",2018,"Leaside-Bennington","Other"
"23506",2018,"South Riverdale","Apartment"
"23507",2018,"New Toronto","House"
"23508",2018,"University","House"
"23509",2018,"University","House"
"23510",2018,"North Riverdale","House"
"23511",2018,"North Riverdale","House"
"23512",2018,"Church-Yonge Corridor","Outside"
"23513",2018,"Roncesvalles","House"
"23514",2018,"East End-Danforth","House"
"23515",2018,"Cabbagetown-South St.James Town","Other"
"23516",2018,"North Riverdale","House"
"23517",2018,"Cabbagetown-South St.James Town","House"
"23518",2018,"Junction Area","House"
"23519",2018,"Junction Area","House"
"23520",2018,"Danforth","House"
"23521",2018,"Cabbagetown-South St.James Town","Other"
"23522",2018,"South Riverdale","House"
"23523",2018,"South Riverdale","House"
"23524",2018,"Mimico","Apartment"
"23525",2018,"Dovercourt-Wallace Emerson-Junction","Other"
"23526",2018,"Dovercourt-Wallace Emerson-Junction","Other"
"23527",2018,"Wychwood","House"
"23528",2019,"Church-Yonge Corridor","Apartment"
"23529",2020,"Woodbine-Lumsden","Other"
"23530",2019,"Church-Yonge Corridor","Apartment"
"23531",2020,"Kingsview Village-The Westway","Outside"
"23532",2019,"Yorkdale-Glen Park","Commercial"
"23533",2021,"Kensington-Chinatown","Commercial"
"23534",2019,"Waterfront Communities-The Island","Apartment"
"23535",2019,"Yorkdale-Glen Park","Commercial"
"23536",2020,"Woodbine-Lumsden","Other"
"23537",2020,"Wexford/Maryvale","Outside"
"23538",2021,"Church-Yonge Corridor","Commercial"
"23539",2021,"Casa Loma","Apartment"
"23540",2019,"Dovercourt-Wallace Emerson-Junction","Apartment"
"23541",2019,"Yorkdale-Glen Park","Commercial"
"23542",2020,"Bayview Village","House"
"23543",2021,"The Beaches","Apartment"
"23544",2021,"Greenwood-Coxwell","House"
"23545",2019,"University","Outside"
"23546",2020,"Wexford/Maryvale","Outside"
"23547",2019,"Clanton Park","Outside"
"23548",2020,"Yonge-Eglinton","Outside"
"23549",2021,"Waterfront Communities-The Island","Apartment"
"23550",2019,"Kensington-Chinatown","Other"
"23551",2021,"Church-Yonge Corridor","House"
"23552",2020,"Playter Estates-Danforth","House"
"23553",2019,"Waterfront Communities-The Island","Apartment"
"23554",2019,"Annex","Other"
"23555",2019,"Moss Park","Apartment"
"23556",2019,"Stonegate-Queensway","Outside"
"23557",2019,"Leaside-Bennington","Other"
"23558",2019,"Wychwood","House"
"23559",2019,"Blake-Jones","House"
"23560",2019,"Moss Park","Commercial"
"23561",2019,"South Riverdale","Apartment"
"23562",2019,"Roncesvalles","House"
"23563",2019,"Bedford Park-Nortown","Outside"
"23564",2019,"South Riverdale","Other"
"23565",2019,"Waterfront Communities-The Island","Other"
"23566",2019,"Oakridge","Apartment"
"23567",2019,"Oakridge","Apartment"
"23568",2019,"Niagara","Apartment"
"23569",2019,"Church-Yonge Corridor","Apartment"
"23570",2019,"High Park-Swansea","Apartment"
"23571",2019,"Lambton Baby Point","Outside"
"23572",2019,"Lambton Baby Point","Outside"
"23573",2019,"Lambton Baby Point","Outside"
"23574",2019,"Lambton Baby Point","Outside"
"23575",2019,"Lambton Baby Point","Outside"
"23576",2019,"Lambton Baby Point","Outside"
"23577",2019,"Roncesvalles","Other"
"23578",2019,"Church-Yonge Corridor","Outside"
"23579",2019,"Downsview-Roding-CFB","Apartment"
"23580",2019,"Bridle Path-Sunnybrook-York Mills","Commercial"
"23581",2019,"South Parkdale","Apartment"
"23582",2019,"Lawrence Park North","Other"
"23583",2019,"Lawrence Park North","Other"
"23584",2019,"Mount Pleasant East","Apartment"
"23585",2019,"Forest Hill North","House"
"23586",2019,"Greenwood-Coxwell","House"
"23587",2019,"Greenwood-Coxwell","House"
"23588",2019,"Waterfront Communities-The Island","Apartment"
"23589",2019,"Mount Pleasant West","Apartment"
"23590",2019,"Westminster-Branson","Apartment"
"23591",2019,"Westminster-Branson","Apartment"
"23592",2019,"Niagara","Apartment"
"23593",2019,"Yorkdale-Glen Park","House"
"23594",2019,"Willowdale East","Apartment"
"23595",2019,"Humewood-Cedarvale","House"
"23596",2019,"Wychwood","Other"
"23597",2019,"Cabbagetown-South St.James Town","Other"
"23598",2019,"Rosedale-Moore Park","Apartment"
"23599",2019,"Blake-Jones","Commercial"
"23600",2019,"Church-Yonge Corridor","Outside"
"23601",2019,"Mount Pleasant West","Apartment"
"23602",2019,"Mount Pleasant West","Apartment"
"23603",2019,"Mimico","Apartment"
"23604",2019,"Trinity-Bellwoods","Outside"
"23605",2019,"Bay Street Corridor","Outside"
"23606",2019,"Mimico","Apartment"
"23607",2019,"West Hill","Outside"
"23608",2019,"Waterfront Communities-The Island","Other"
"23609",2019,"North St.James Town","Outside"
"23610",2019,"Casa Loma","House"
"23611",2019,"Casa Loma","House"
"23612",2019,"Trinity-Bellwoods","House"
"23613",2019,"Yonge-St.Clair","Apartment"
"23614",2019,"Oakwood Village","House"
"23615",2019,"Humber Summit","House"
"23616",2019,"Niagara","Apartment"
"23617",2019,"Mount Pleasant East","Apartment"
"23618",2019,"Mount Pleasant East","Apartment"
"23619",2019,"Yonge-St.Clair","Outside"
"23620",2019,"Newtonbrook West","House"
"23621",2019,"Mount Pleasant West","Apartment"
"23622",2019,"Yonge-Eglinton","House"
"23623",2019,"Black Creek","Outside"
"23624",2019,"South Parkdale","Outside"
"23625",2019,"North Riverdale","Other"
"23626",2019,"South Parkdale","Apartment"
"23627",2020,"Danforth East York","Apartment"
"23628",2020,"West Hill","House"
"23629",2021,"Willowdale East","Outside"
"23630",2020,"Trinity-Bellwoods","Commercial"
"23631",2019,"South Parkdale","Outside"
"23632",2020,"South Riverdale","House"
"23633",2021,"Woodbine Corridor","Apartment"
"23634",2020,"Trinity-Bellwoods","Commercial"
"23635",2019,"South Parkdale","Outside"
"23636",2020,"Roncesvalles","Other"
"23637",2021,"Greenwood-Coxwell","House"
"23638",2019,"South Parkdale","Outside"
"23639",2020,"Trinity-Bellwoods","Commercial"
"23640",2020,"Newtonbrook West","Commercial"
"23641",2021,"Church-Yonge Corridor","Outside"
"23642",2021,"Danforth","Other"
"23643",2021,"Waterfront Communities-The Island","Apartment"
"23644",2021,"Trinity-Bellwoods","Outside"
"23645",2021,"Bayview Village","Apartment"
"23646",2021,"Bay Street Corridor","Commercial"
"23647",2021,"West Hill","Apartment"
"23648",2021,"Princess-Rosethorn","Outside"
"23649",2021,"Kensington-Chinatown","Apartment"
"23650",2021,"High Park North","Apartment"
"23651",2021,"Willowdale West","Apartment"
"23652",2021,"Willowdale West","Apartment"
"23653",2021,"Kensington-Chinatown","Outside"
"23654",2021,"Lawrence Park North","Outside"
"23655",2021,"Yonge-Eglinton","Outside"
"23656",2021,"Mount Pleasant West","Apartment"
"23657",2021,"West Hill","Apartment"
"23658",2021,"Westminster-Branson","Apartment"
"23659",2021,"Church-Yonge Corridor","Apartment"
"23660",2021,"Bay Street Corridor","Apartment"
"23661",2021,"Bedford Park-Nortown","Outside"
"23662",2021,"Casa Loma","Apartment"
"23663",2021,"Maple Leaf","House"
"23664",2021,"NSA","Apartment"
"23665",2021,"Niagara","Apartment"
"23666",2021,"Church-Yonge Corridor","Apartment"
"23667",2021,"Waterfront Communities-The Island","Outside"
"23668",2021,"Willowridge-Martingrove-Richview","House"
"23669",2021,"Willowdale East","Outside"
"23670",2021,"Trinity-Bellwoods","Commercial"
"23671",2021,"Kingsway South","Other"
"23672",2021,"Regent Park","Commercial"
"23673",2021,"Etobicoke West Mall","Outside"
"23674",2021,"Long Branch","House"
"23675",2021,"Mount Olive-Silverstone-Jamestown","Apartment"
"23676",2021,"Forest Hill South","Outside"
"23677",2021,"East End-Danforth","Apartment"
"23678",2021,"Kensington-Chinatown","Outside"
"23679",2021,"Woburn","Apartment"
"23680",2021,"Waterfront Communities-The Island","Apartment"
"23681",2021,"Danforth","House"
"23682",2021,"Forest Hill South","Apartment"
"23683",2021,"Caledonia-Fairbank","Outside"
"23684",2021,"Black Creek","Apartment"
"23685",2021,"Church-Yonge Corridor","Commercial"
"23686",2021,"Dovercourt-Wallace Emerson-Junction","Other"
"23687",2021,"East End-Danforth","Apartment"
"23688",2021,"West Hill","House"
"23689",2021,"Willowdale West","Apartment"
"23690",2021,"Islington-City Centre West","House"
"23691",2021,"Bay Street Corridor","Outside"
"23692",2021,"Rosedale-Moore Park","Apartment"
"23693",2021,"St.Andrew-Windfields","Commercial"
"23694",2021,"University","Other"
"23695",2021,"Church-Yonge Corridor","Commercial"
"23696",2021,"Dufferin Grove","House"
"23697",2021,"West Hill","House"
"23698",2021,"Kingsway South","Other"
"23699",2021,"University","Other"
"23700",2021,"Thorncliffe Park","Commercial"
"23701",2021,"Moss Park","Commercial"
"23702",2021,"Bay Street Corridor","Other"
"23703",2021,"Little Portugal","Apartment"
"23704",2021,"Church-Yonge Corridor","Apartment"
"23705",2021,"Niagara","Outside"
"23706",2021,"Church-Yonge Corridor","Apartment"
"23707",2021,"Niagara","Outside"
"23708",2021,"Oakridge","House"
